Year,X,Y,prcp
2010.0,16.25,-86.25,-0.15369399
2010.0,16.25,-83.75,-0.124815196
2010.0,16.25,-81.25,-0.18978082
2010.0,16.25,-78.75,-0.25198114
2010.0,16.25,-76.25,-0.37583107
2010.0,16.25,-73.75,-0.2873251
2010.0,16.25,-71.25,-0.19773568
2010.0,16.25,-68.75,0.0071001193
2010.0,16.25,-66.25,-0.5564649
2010.0,16.25,-63.75,-0.54858863
2010.0,16.25,-61.25,-0.29790092
2010.0,16.25,-58.75,-0.09332279
2010.0,16.25,-56.25,-0.2642295
2010.0,16.25,-53.75,-0.45914468
2010.0,16.25,-51.25,-0.55833405
2010.0,16.25,-48.75,-0.647652
2010.0,16.25,-46.25,-0.59318
2010.0,16.25,-43.75,-0.35598198
2010.0,16.25,-41.25,-0.15548278
2010.0,16.25,-38.75,-0.14266777
2010.0,16.25,-36.25,-0.12189944
2010.0,16.25,-33.75,-0.19755311
2010.0,16.25,-31.25,-0.50207496
2010.0,16.25,-28.75,-0.34743187
2010.0,16.25,-26.25,-0.18153521
2010.0,16.25,-23.75,0.2766461
2010.0,16.25,-21.25,0.032142885
2010.0,16.25,-18.75,-0.08590689
2010.0,16.25,-16.25,-0.053800084
2010.0,16.25,-13.75,-0.10984552
2010.0,16.25,-11.25,-0.14829287
2010.0,16.25,-8.75,-0.15800233
2010.0,16.25,-6.25,-0.3313138
2010.0,16.25,-3.75,-0.39880666
2010.0,16.25,-1.25,0.37092257
2010.0,16.25,1.25,0.3370159
2010.0,16.25,3.75,-0.129392
2010.0,16.25,6.25,0.062623814
2010.0,16.25,8.75,0.14179939
2010.0,16.25,11.25,0.13937932
2010.0,16.25,13.75,0.18757719
2010.0,16.25,16.25,-0.058959655
2010.0,16.25,31.25,-0.26286605
2010.0,16.25,33.75,-0.22855154
2010.0,16.25,36.25,-0.070757866
2010.0,16.25,38.75,0.19950384
2010.0,16.25,41.25,0.96529454
2010.0,16.25,43.75,0.61097986
2010.0,16.25,46.25,0.5403967
2010.0,16.25,48.75,0.46502683
2010.0,16.25,51.25,0.57894146
2010.0,16.25,53.75,0.51315045
2010.0,16.25,56.25,0.1440305
2010.0,16.25,58.75,0.19148462
2010.0,16.25,61.25,-0.112328574
2010.0,16.25,63.75,-0.15698339
2010.0,16.25,66.25,-0.68637717
2010.0,16.25,68.75,0.088971965
2010.0,16.25,71.25,-0.31632254
2010.0,16.25,73.75,-0.43245125
2010.0,16.25,76.25,-0.646424
2010.0,16.25,78.75,-0.7824106
2010.0,16.25,81.25,-0.8503062
2010.0,16.25,83.75,-0.73475957
2010.0,16.25,86.25,-0.4584142
2010.0,16.25,88.75,-0.4265841
2010.0,18.75,-88.75,-0.21952276
2010.0,18.75,-86.25,-0.15160787
2010.0,18.75,-83.75,-0.14929941
2010.0,18.75,-81.25,-0.19884638
2010.0,18.75,-78.75,-0.2380076
2010.0,18.75,-76.25,-0.092623755
2010.0,18.75,-73.75,-0.2991497
2010.0,18.75,-71.25,-0.23782693
2010.0,18.75,-68.75,0.12889303
2010.0,18.75,-66.25,-0.33549798
2010.0,18.75,-63.75,-0.3703382
2010.0,18.75,-61.25,-0.18087374
2010.0,18.75,-58.75,-0.07416088
2010.0,18.75,-56.25,-0.27422625
2010.0,18.75,-53.75,-0.49726567
2010.0,18.75,-51.25,-0.59215105
2010.0,18.75,-48.75,-0.653653
2010.0,18.75,-46.25,-0.6169161
2010.0,18.75,-43.75,-0.41028044
2010.0,18.75,-41.25,-0.2275451
2010.0,18.75,-38.75,-0.14900538
2010.0,18.75,-36.25,-0.03005758
2010.0,18.75,-33.75,-0.30835935
2010.0,18.75,-31.25,0.20393954
2010.0,18.75,-28.75,-0.19589269
2010.0,18.75,-26.25,-0.1602868
2010.0,18.75,-23.75,-0.18427646
2010.0,18.75,-21.25,-0.21701303
2010.0,18.75,-18.75,-0.3103808
2010.0,18.75,-16.25,-0.13444494
2010.0,18.75,-13.75,-0.18800916
2010.0,18.75,-11.25,-0.34609672
2010.0,18.75,-8.75,-0.5720946
2010.0,18.75,-6.25,-0.49328378
2010.0,18.75,-3.75,-0.33647853
2010.0,18.75,-1.25,0.015597304
2010.0,18.75,1.25,0.04548786
2010.0,18.75,3.75,0.06350621
2010.0,18.75,6.25,0.12828319
2010.0,18.75,8.75,0.3664986
2010.0,18.75,11.25,0.2749191
2010.0,18.75,13.75,0.23152049
2010.0,18.75,16.25,0.07778913
2010.0,18.75,31.25,-0.3487231
2010.0,18.75,33.75,-0.33347443
2010.0,18.75,36.25,0.015528529
2010.0,18.75,38.75,0.16130684
2010.0,18.75,41.25,0.6501054
2010.0,18.75,43.75,0.5398623
2010.0,18.75,46.25,0.9666816
2010.0,18.75,48.75,0.87886876
2010.0,18.75,51.25,0.6958485
2010.0,18.75,53.75,0.53165865
2010.0,18.75,56.25,0.37274355
2010.0,18.75,58.75,0.06597065
2010.0,18.75,61.25,-0.36221468
2010.0,18.75,63.75,-0.2084476
2010.0,18.75,66.25,-0.06577309
2010.0,18.75,68.75,-0.040197052
2010.0,18.75,71.25,-0.22610353
2010.0,18.75,73.75,-0.47218886
2010.0,18.75,76.25,-0.65578514
2010.0,18.75,78.75,-0.75583804
2010.0,18.75,81.25,-0.8174285
2010.0,18.75,83.75,-0.73486394
2010.0,18.75,86.25,-0.45055538
2010.0,18.75,88.75,-0.4234585
2010.0,21.25,-88.75,-0.22603655
2010.0,21.25,-86.25,-0.14240663
2010.0,21.25,-83.75,-0.14483866
2010.0,21.25,-81.25,-0.22909702
2010.0,21.25,-78.75,-0.24096584
2010.0,21.25,-76.25,-0.076552905
2010.0,21.25,-73.75,-0.31861943
2010.0,21.25,-71.25,-0.2765261
2010.0,21.25,-68.75,0.10329816
2010.0,21.25,-66.25,-0.0129210455
2010.0,21.25,-63.75,-0.036614683
2010.0,21.25,-61.25,0.10001511
2010.0,21.25,-58.75,0.09253805
2010.0,21.25,-56.25,-0.106083736
2010.0,21.25,-53.75,-0.32044658
2010.0,21.25,-51.25,-0.57777286
2010.0,21.25,-48.75,-0.72237426
2010.0,21.25,-46.25,-0.68150723
2010.0,21.25,-43.75,-0.41833
2010.0,21.25,-41.25,-0.16093734
2010.0,21.25,-38.75,-0.06464365
2010.0,21.25,-36.25,-0.105410434
2010.0,21.25,-33.75,-0.3116504
2010.0,21.25,-31.25,-0.38079402
2010.0,21.25,-28.75,-0.13538662
2010.0,21.25,-26.25,-0.18610893
2010.0,21.25,-23.75,0.10221981
2010.0,21.25,-21.25,0.50416744
2010.0,21.25,-18.75,-0.06526038
2010.0,21.25,-16.25,-0.03764744
2010.0,21.25,-13.75,-0.17059013
2010.0,21.25,-11.25,-0.41587812
2010.0,21.25,-8.75,-0.74037445
2010.0,21.25,-6.25,-0.7047035
2010.0,21.25,-3.75,-0.40067106
2010.0,21.25,-1.25,-0.2526613
2010.0,21.25,1.25,-0.15833512
2010.0,21.25,3.75,-0.23777461
2010.0,21.25,6.25,0.15638393
2010.0,21.25,8.75,0.6076218
2010.0,21.25,11.25,0.50197744
2010.0,21.25,13.75,0.26688007
2010.0,21.25,16.25,0.15916163
2010.0,21.25,31.25,-0.3096031
2010.0,21.25,33.75,-0.24488291
2010.0,21.25,36.25,-0.11084173
2010.0,21.25,38.75,0.43102467
2010.0,21.25,41.25,0.33500546
2010.0,21.25,43.75,0.49998522
2010.0,21.25,46.25,0.9126435
2010.0,21.25,48.75,0.99593645
2010.0,21.25,51.25,0.69835305
2010.0,21.25,53.75,0.42110088
2010.0,21.25,56.25,-0.136709
2010.0,21.25,58.75,0.13565977
2010.0,21.25,61.25,-0.1791568
2010.0,21.25,63.75,-0.0422389
2010.0,21.25,66.25,0.11470556
2010.0,21.25,68.75,0.019466432
2010.0,21.25,71.25,-0.22440921
2010.0,21.25,73.75,-0.48402548
2010.0,21.25,76.25,-0.6448993
2010.0,21.25,78.75,-0.7474371
2010.0,21.25,81.25,-0.8096894
2010.0,21.25,83.75,-0.73781294
2010.0,21.25,86.25,-0.45220798
2010.0,21.25,88.75,-0.4237561
2010.0,23.75,-88.75,-0.23137675
2010.0,23.75,-86.25,-0.13379352
2010.0,23.75,-83.75,-0.14236899
2010.0,23.75,-81.25,-0.23453945
2010.0,23.75,-78.75,-0.21057917
2010.0,23.75,-76.25,-0.04945167
2010.0,23.75,-73.75,-0.33105248
2010.0,23.75,-71.25,-0.3085326
2010.0,23.75,-68.75,0.08976152
2010.0,23.75,-66.25,0.24046086
2010.0,23.75,-63.75,0.225456
2010.0,23.75,-61.25,0.28647357
2010.0,23.75,-58.75,0.3055673
2010.0,23.75,-56.25,0.17361337
2010.0,23.75,-53.75,-0.15788713
2010.0,23.75,-51.25,-0.5494498
2010.0,23.75,-48.75,-0.7482178
2010.0,23.75,-46.25,-0.5655981
2010.0,23.75,-43.75,-0.27175337
2010.0,23.75,-41.25,-0.071633145
2010.0,23.75,-38.75,0.019124256
2010.0,23.75,-36.25,-0.18758398
2010.0,23.75,-33.75,-0.12884988
2010.0,23.75,-31.25,-0.25071484
2010.0,23.75,-28.75,-0.32520333
2010.0,23.75,-26.25,-0.10918162
2010.0,23.75,-23.75,-0.048029397
2010.0,23.75,-21.25,0.24173564
2010.0,23.75,-18.75,0.10653277
2010.0,23.75,-16.25,0.12995328
2010.0,23.75,-13.75,0.023411868
2010.0,23.75,-11.25,-0.4523589
2010.0,23.75,-8.75,-0.8290975
2010.0,23.75,-6.25,-0.8759422
2010.0,23.75,-3.75,-0.64478743
2010.0,23.75,-1.25,-0.41410437
2010.0,23.75,1.25,-0.17614463
2010.0,23.75,3.75,-0.13745168
2010.0,23.75,6.25,0.14280744
2010.0,23.75,8.75,0.30390298
2010.0,23.75,11.25,-0.051250264
2010.0,23.75,13.75,-0.09868744
2010.0,23.75,31.25,-0.35175753
2010.0,23.75,33.75,-0.16648944
2010.0,23.75,36.25,-0.17984447
2010.0,23.75,38.75,0.3141994
2010.0,23.75,41.25,0.52480525
2010.0,23.75,43.75,0.76276386
2010.0,23.75,46.25,0.91089845
2010.0,23.75,48.75,0.75102985
2010.0,23.75,51.25,0.39254507
2010.0,23.75,53.75,0.62935543
2010.0,23.75,56.25,0.013085473
2010.0,23.75,58.75,-0.26779357
2010.0,23.75,61.25,-0.23036405
2010.0,23.75,63.75,-0.14570603
2010.0,23.75,66.25,-0.12016141
2010.0,23.75,68.75,-0.41327953
2010.0,23.75,71.25,-0.22012766
2010.0,23.75,73.75,-0.45892844
2010.0,23.75,76.25,-0.6012482
2010.0,23.75,78.75,-0.679915
2010.0,23.75,81.25,-0.7817798
2010.0,23.75,83.75,-0.74299455
2010.0,23.75,86.25,-0.45592827
2010.0,23.75,88.75,-0.42390773
2010.0,26.25,-88.75,-0.23532066
2010.0,26.25,-86.25,-0.13920735
2010.0,26.25,-83.75,-0.20523907
2010.0,26.25,-81.25,-0.2465005
2010.0,26.25,-78.75,-0.17045926
2010.0,26.25,-76.25,0.018560814
2010.0,26.25,-73.75,-0.36521477
2010.0,26.25,-71.25,-0.3657551
2010.0,26.25,-68.75,0.16852644
2010.0,26.25,-66.25,0.3334251
2010.0,26.25,-63.75,0.42323557
2010.0,26.25,-61.25,0.41536438
2010.0,26.25,-58.75,0.45729986
2010.0,26.25,-56.25,0.3607152
2010.0,26.25,-53.75,-0.10138143
2010.0,26.25,-51.25,-0.4844859
2010.0,26.25,-48.75,-0.5772969
2010.0,26.25,-46.25,-0.3625323
2010.0,26.25,-43.75,-0.10940897
2010.0,26.25,-41.25,-0.014852999
2010.0,26.25,-38.75,-0.072108686
2010.0,26.25,-36.25,-0.2527372
2010.0,26.25,-33.75,-0.27759314
2010.0,26.25,-31.25,-0.06083661
2010.0,26.25,-28.75,0.08213945
2010.0,26.25,-26.25,0.042135496
2010.0,26.25,-23.75,0.09080218
2010.0,26.25,-21.25,0.20322587
2010.0,26.25,-18.75,-0.029774288
2010.0,26.25,-16.25,0.21707706
2010.0,26.25,-13.75,-0.07086263
2010.0,26.25,-11.25,-0.581684
2010.0,26.25,-8.75,-0.84623045
2010.0,26.25,-6.25,-0.77181935
2010.0,26.25,-3.75,-0.7173412
2010.0,26.25,-1.25,-0.3135801
