Year,X,Y,prcp
2012.0,201.25,-88.75,-0.47651136
2012.0,201.25,-86.25,-0.0017575609
2012.0,201.25,-83.75,-0.7416658
2012.0,201.25,-81.25,-0.6864545
2012.0,201.25,-78.75,-0.1168302
2012.0,201.25,-76.25,-0.02623001
2012.0,201.25,-73.75,-0.55675435
2012.0,201.25,-71.25,-0.85502857
2012.0,201.25,-68.75,-0.78138506
2012.0,201.25,-66.25,-0.59900314
2012.0,201.25,-63.75,-0.37163153
2012.0,201.25,-61.25,-0.1359442
2012.0,201.25,-58.75,-0.07187052
2012.0,201.25,-56.25,0.02214152
2012.0,201.25,-53.75,0.07670974
2012.0,201.25,-51.25,-0.101870164
2012.0,201.25,-48.75,-0.16202356
2012.0,201.25,-46.25,-0.09172858
2012.0,201.25,-43.75,-0.09560337
2012.0,201.25,-41.25,-0.040108036
2012.0,201.25,-38.75,-0.0016902412
2012.0,201.25,-36.25,0.055361107
2012.0,201.25,-33.75,0.20341904
2012.0,201.25,-31.25,0.25107616
2012.0,201.25,-28.75,0.23017815
2012.0,201.25,-26.25,0.24255505
2012.0,201.25,-23.75,0.17065151
2012.0,201.25,-21.25,-0.043650396
2012.0,201.25,-18.75,-0.1616725
2012.0,201.25,-16.25,-0.10169494
2012.0,201.25,-13.75,-0.10184767
2012.0,201.25,-11.25,0.090576306
2012.0,201.25,-8.75,0.023747751
2012.0,201.25,-6.25,-0.25863492
2012.0,201.25,-3.75,-0.3379941
2012.0,201.25,-1.25,-0.28973693
2012.0,201.25,1.25,-0.36135057
2012.0,201.25,3.75,-0.46793357
2012.0,201.25,6.25,-0.59238887
2012.0,201.25,8.75,-0.66155434
2012.0,201.25,11.25,-0.5826906
2012.0,201.25,13.75,-0.43228376
2012.0,201.25,16.25,-0.39661455
2012.0,201.25,18.75,-0.2898051
2012.0,201.25,21.25,-0.20534301
2012.0,201.25,23.75,-0.20830022
2012.0,201.25,26.25,-0.20079382
2012.0,201.25,28.75,-0.25939068
2012.0,201.25,31.25,-0.30433422
2012.0,201.25,33.75,-0.22758052
2012.0,201.25,36.25,-0.3923744
2012.0,201.25,38.75,-0.4161945
2012.0,201.25,41.25,-0.37092695
2012.0,201.25,43.75,-0.30628854
2012.0,201.25,46.25,-0.0977643
2012.0,201.25,48.75,0.1047146
2012.0,201.25,51.25,0.16515942
2012.0,201.25,53.75,-0.0584749
2012.0,201.25,56.25,-0.37459537
2012.0,201.25,58.75,-0.7267548
2012.0,201.25,61.25,-0.97937524
2012.0,201.25,63.75,-0.87528646
2012.0,201.25,66.25,-0.636699
2012.0,201.25,68.75,-0.22349966
2012.0,201.25,71.25,0.20086512
2012.0,201.25,73.75,-0.46143368
2012.0,201.25,76.25,-0.61698395
2012.0,201.25,78.75,-0.7496906
2012.0,201.25,81.25,-0.85484344
2012.0,201.25,83.75,-0.8914353
2012.0,201.25,86.25,-0.9457364
2012.0,201.25,88.75,-0.92430973
2012.0,203.75,-88.75,-0.4832908
2012.0,203.75,-86.25,-0.013629349
2012.0,203.75,-83.75,-0.6949312
2012.0,203.75,-81.25,-0.7185715
2012.0,203.75,-78.75,-0.1343233
2012.0,203.75,-76.25,-0.12196285
2012.0,203.75,-73.75,-0.5482393
2012.0,203.75,-71.25,-0.8037012
2012.0,203.75,-68.75,-0.7023818
2012.0,203.75,-66.25,-0.5950501
2012.0,203.75,-63.75,-0.40308526
2012.0,203.75,-61.25,-0.19681475
2012.0,203.75,-58.75,-0.16867864
2012.0,203.75,-56.25,-0.08554647
2012.0,203.75,-53.75,-0.0076724924
2012.0,203.75,-51.25,-0.04174901
2012.0,203.75,-48.75,-0.14302222
2012.0,203.75,-46.25,-0.20218432
2012.0,203.75,-43.75,-0.14741862
2012.0,203.75,-41.25,-0.09875865
2012.0,203.75,-38.75,-0.06668919
2012.0,203.75,-36.25,-0.008707324
2012.0,203.75,-33.75,0.13044377
2012.0,203.75,-31.25,0.19115475
2012.0,203.75,-28.75,0.12540628
2012.0,203.75,-26.25,0.18898247
2012.0,203.75,-23.75,0.20660128
2012.0,203.75,-21.25,0.05921154
2012.0,203.75,-18.75,-0.013547179
2012.0,203.75,-16.25,0.052802794
2012.0,203.75,-13.75,-0.03560596
2012.0,203.75,-11.25,0.10736574
2012.0,203.75,-8.75,0.07593127
2012.0,203.75,-6.25,-0.2758746
2012.0,203.75,-3.75,-0.24698067
2012.0,203.75,-1.25,-0.25407878
2012.0,203.75,1.25,-0.37690827
2012.0,203.75,3.75,-0.458313
2012.0,203.75,6.25,-0.5316145
2012.0,203.75,8.75,-0.6584401
2012.0,203.75,11.25,-0.5709107
2012.0,203.75,13.75,-0.349082
2012.0,203.75,16.25,-0.32131314
2012.0,203.75,18.75,-0.38669887
2012.0,203.75,21.25,-0.30403548
2012.0,203.75,23.75,-0.22863343
2012.0,203.75,26.25,-0.25625154
2012.0,203.75,28.75,-0.3896226
2012.0,203.75,31.25,-0.30740565
2012.0,203.75,33.75,-0.3402615
2012.0,203.75,36.25,-0.45545173
2012.0,203.75,38.75,-0.44771907
2012.0,203.75,41.25,-0.33969027
2012.0,203.75,43.75,-0.34383726
2012.0,203.75,46.25,-0.27805015
2012.0,203.75,48.75,-0.049908202
2012.0,203.75,51.25,-0.022017663
2012.0,203.75,53.75,-0.02325395
2012.0,203.75,56.25,-0.21075156
2012.0,203.75,58.75,-0.118735686
2012.0,203.75,61.25,0.26705107
2012.0,203.75,63.75,-0.39858943
2012.0,203.75,66.25,-0.52415097
2012.0,203.75,68.75,-0.21954438
2012.0,203.75,71.25,0.23846743
2012.0,203.75,73.75,-0.49658573
2012.0,203.75,76.25,-0.6528245
2012.0,203.75,78.75,-0.7735263
2012.0,203.75,81.25,-0.84268445
2012.0,203.75,83.75,-0.90019304
2012.0,203.75,86.25,-0.9479837
2012.0,203.75,88.75,-0.9269482
2012.0,206.25,-88.75,-0.48319617
2012.0,206.25,-86.25,-0.04632793
2012.0,206.25,-83.75,-0.35062093
2012.0,206.25,-81.25,-0.2860783
2012.0,206.25,-78.75,-0.15792495
2012.0,206.25,-76.25,-0.1314684
2012.0,206.25,-73.75,-0.5157774
2012.0,206.25,-71.25,-0.7368921
2012.0,206.25,-68.75,-0.6614709
2012.0,206.25,-66.25,-0.60803324
2012.0,206.25,-63.75,-0.47568592
2012.0,206.25,-61.25,-0.33386838
2012.0,206.25,-58.75,-0.2772422
2012.0,206.25,-56.25,-0.13611889
2012.0,206.25,-53.75,0.04823802
2012.0,206.25,-51.25,0.11076238
2012.0,206.25,-48.75,-0.02871383
2012.0,206.25,-46.25,-0.17684276
2012.0,206.25,-43.75,-0.12071779
2012.0,206.25,-41.25,-0.08962828
2012.0,206.25,-38.75,-0.13785392
2012.0,206.25,-36.25,-0.07142188
2012.0,206.25,-33.75,0.0664699
2012.0,206.25,-31.25,0.16485447
2012.0,206.25,-28.75,0.10281321
2012.0,206.25,-26.25,0.1385417
2012.0,206.25,-23.75,0.13494241
2012.0,206.25,-21.25,0.16349152
2012.0,206.25,-18.75,0.08917315
2012.0,206.25,-16.25,-0.017337736
2012.0,206.25,-13.75,0.09075176
2012.0,206.25,-11.25,0.093574665
2012.0,206.25,-8.75,0.026198536
2012.0,206.25,-6.25,-0.2850624
2012.0,206.25,-3.75,-0.266183
2012.0,206.25,-1.25,-0.24957375
2012.0,206.25,1.25,-0.34211946
2012.0,206.25,3.75,-0.41121912
2012.0,206.25,6.25,-0.4929172
2012.0,206.25,8.75,-0.6927932
2012.0,206.25,11.25,-0.5931423
2012.0,206.25,13.75,-0.39843678
2012.0,206.25,16.25,-0.25794613
2012.0,206.25,18.75,-0.27067187
2012.0,206.25,21.25,-0.29170075
2012.0,206.25,23.75,-0.2026335
2012.0,206.25,26.25,-0.24341291
2012.0,206.25,28.75,-0.33999178
2012.0,206.25,31.25,-0.37801996
2012.0,206.25,33.75,-0.37761748
2012.0,206.25,36.25,-0.37874976
2012.0,206.25,38.75,-0.41461346
2012.0,206.25,41.25,-0.33592623
2012.0,206.25,43.75,-0.4394206
2012.0,206.25,46.25,-0.4971917
2012.0,206.25,48.75,-0.25683084
2012.0,206.25,51.25,-0.18560031
2012.0,206.25,53.75,-0.033754066
2012.0,206.25,56.25,-0.12002396
2012.0,206.25,58.75,-0.32785717
2012.0,206.25,61.25,0.11589124
2012.0,206.25,63.75,-0.18295527
2012.0,206.25,66.25,-0.7511806
2012.0,206.25,68.75,-0.26792234
2012.0,206.25,71.25,0.2739221
2012.0,206.25,73.75,-0.53538793
2012.0,206.25,76.25,-0.6994778
2012.0,206.25,78.75,-0.8017767
2012.0,206.25,81.25,-0.84456044
2012.0,206.25,83.75,-0.9046223
2012.0,206.25,86.25,-0.9522985
2012.0,206.25,88.75,-0.92661023
2012.0,208.75,-88.75,-0.4794699
2012.0,208.75,-86.25,-0.063458115
2012.0,208.75,-83.75,-0.39106348
2012.0,208.75,-81.25,-0.2876475
2012.0,208.75,-78.75,-0.18917184
2012.0,208.75,-76.25,-0.23477778
2012.0,208.75,-73.75,-0.45952514
2012.0,208.75,-71.25,-0.6984698
2012.0,208.75,-68.75,-0.69571126
2012.0,208.75,-66.25,-0.6171815
2012.0,208.75,-63.75,-0.51874435
2012.0,208.75,-61.25,-0.4342333
2012.0,208.75,-58.75,-0.32028824
2012.0,208.75,-56.25,-0.04289804
2012.0,208.75,-53.75,0.17525886
2012.0,208.75,-51.25,0.1856382
2012.0,208.75,-48.75,0.09194305
2012.0,208.75,-46.25,-0.05773096
2012.0,208.75,-43.75,-0.047383033
2012.0,208.75,-41.25,-0.07352201
2012.0,208.75,-38.75,-0.209252
2012.0,208.75,-36.25,-0.18243107
2012.0,208.75,-33.75,0.028204314
2012.0,208.75,-31.25,0.1407064
2012.0,208.75,-28.75,0.07848127
2012.0,208.75,-26.25,0.08648992
2012.0,208.75,-23.75,0.14675263
2012.0,208.75,-21.25,0.19292739
2012.0,208.75,-18.75,0.004376697
2012.0,208.75,-16.25,0.019918263
2012.0,208.75,-13.75,0.11052977
2012.0,208.75,-11.25,0.07560315
2012.0,208.75,-8.75,-0.020666119
2012.0,208.75,-6.25,-0.3333642
2012.0,208.75,-3.75,-0.317949
2012.0,208.75,-1.25,-0.26230878
2012.0,208.75,1.25,-0.3191418
2012.0,208.75,3.75,-0.3253207
2012.0,208.75,6.25,-0.4662278
2012.0,208.75,8.75,-0.6406834
2012.0,208.75,11.25,-0.5943282
2012.0,208.75,13.75,-0.4223778
2012.0,208.75,16.25,-0.30122802
2012.0,208.75,18.75,-0.22029173
2012.0,208.75,21.25,-0.32388148
2012.0,208.75,23.75,-0.19854619
2012.0,208.75,26.25,-0.20924869
2012.0,208.75,28.75,-0.3258328
2012.0,208.75,31.25,-0.41300416
2012.0,208.75,33.75,-0.41625932
2012.0,208.75,36.25,-0.3215047
2012.0,208.75,38.75,-0.36603832
2012.0,208.75,41.25,-0.42243367
2012.0,208.75,43.75,-0.5365567
2012.0,208.75,46.25,-0.5880046
2012.0,208.75,48.75,-0.4449818
2012.0,208.75,51.25,-0.27965254
2012.0,208.75,53.75,-0.020942299
2012.0,208.75,56.25,0.03335698
2012.0,208.75,58.75,-0.41343954
2012.0,208.75,61.25,-0.057561263
2012.0,208.75,63.75,0.24895447
2012.0,208.75,66.25,-0.24859901
2012.0,208.75,68.75,-0.29916295
2012.0,208.75,71.25,0.07133775
2012.0,208.75,73.75,-0.598974
2012.0,208.75,76.25,-0.7656862
2012.0,208.75,78.75,-0.8191546
2012.0,208.75,81.25,-0.84628975
2012.0,208.75,83.75,-0.90652555
2012.0,208.75,86.25,-0.95673954
2012.0,208.75,88.75,-0.92639714
2012.0,211.25,-88.75,-0.47318035
2012.0,211.25,-86.25,-0.07034072
2012.0,211.25,-83.75,-0.38624632
2012.0,211.25,-81.25,-0.28349698
2012.0,211.25,-78.75,-0.2001509
2012.0,211.25,-76.25,-0.2671301
2012.0,211.25,-73.75,-0.3852655
2012.0,211.25,-71.25,-0.6491074
2012.0,211.25,-68.75,-0.6814305
2012.0,211.25,-66.25,-0.58005035
2012.0,211.25,-63.75,-0.5136817
2012.0,211.25,-61.25,-0.46804696
2012.0,211.25,-58.75,-0.34383184
2012.0,211.25,-56.25,-0.0044247094
2012.0,211.25,-53.75,0.18856329
2012.0,211.25,-51.25,0.058007132
2012.0,211.25,-48.75,-0.07416549
2012.0,211.25,-46.25,-0.15479462
2012.0,211.25,-43.75,-0.11977829
2012.0,211.25,-41.25,-0.15273203
2012.0,211.25,-38.75,-0.3008126
2012.0,211.25,-36.25,-0.28875548
2012.0,211.25,-33.75,-0.010281637
2012.0,211.25,-31.25,0.08097562
2012.0,211.25,-28.75,0.004630777
2012.0,211.25,-26.25,0.10530578
2012.0,211.25,-23.75,0.22605994
2012.0,211.25,-21.25,0.1699435
2012.0,211.25,-18.75,-0.013163234
2012.0,211.25,-16.25,-0.008184857
2012.0,211.25,-13.75,-0.05897532
2012.0,211.25,-11.25,-0.11798038
2012.0,211.25,-8.75,-0.18183228
2012.0,211.25,-6.25,-0.43323812
2012.0,211.25,-3.75,-0.29631805
2012.0,211.25,-1.25,-0.29429632
2012.0,211.25,1.25,-0.34406245
2012.0,211.25,3.75,-0.35621014
2012.0,211.25,6.25,-0.4877926
2012.0,211.25,8.75,-0.66916597
2012.0,211.25,11.25,-0.69895774
2012.0,211.25,13.75,-0.5072987
2012.0,211.25,16.25,-0.3728533
2012.0,211.25,18.75,-0.2878793
2012.0,211.25,21.25,-0.3712259
2012.0,211.25,23.75,-0.13194275
2012.0,211.25,26.25,-0.27591452
2012.0,211.25,28.75,-0.43412644
2012.0,211.25,31.25,-0.5316897
2012.0,211.25,33.75,-0.58609486
2012.0,211.25,36.25,-0.41100165
2012.0,211.25,38.75,-0.35836312
2012.0,211.25,41.25,-0.45422825
2012.0,211.25,43.75,-0.5452953
2012.0,211.25,46.25,-0.6161204
2012.0,211.25,48.75,-0.60369015
2012.0,211.25,51.25,-0.3990612
2012.0,211.25,53.75,-0.056398146
2012.0,211.25,56.25,0.12737581
2012.0,211.25,58.75,-0.34406498
2012.0,211.25,61.25,-0.29654166
2012.0,211.25,63.75,1.3636726
2012.0,211.25,66.25,0.3738012
2012.0,211.25,68.75,-0.4168902
2012.0,211.25,71.25,-0.69313186
2012.0,211.25,73.75,-0.6506554
2012.0,211.25,76.25,-0.8058106
2012.0,211.25,78.75,-0.8411441
2012.0,211.25,81.25,-0.8301838
2012.0,211.25,83.75,-0.8987096
2012.0,211.25,86.25,-0.95991087
2012.0,211.25,88.75,-0.92689884
2012.0,213.75,-88.75,-0.46731144
2012.0,213.75,-86.25,-0.082402825
2012.0,213.75,-83.75,-0.3874664
2012.0,213.75,-81.25,-0.306163
2012.0,213.75,-78.75,-0.22593664
2012.0,213.75,-76.25,-0.34592676
2012.0,213.75,-73.75,-0.3129835
2012.0,213.75,-71.25,-0.5357433
2012.0,213.75,-68.75,-0.59976834
2012.0,213.75,-66.25,-0.5299757
2012.0,213.75,-63.75,-0.5114893
2012.0,213.75,-61.25,-0.46410534
2012.0,213.75,-58.75,-0.3478899
2012.0,213.75,-56.25,-0.020183466
2012.0,213.75,-53.75,0.1490131
2012.0,213.75,-51.25,-0.101465255
2012.0,213.75,-48.75,-0.33532807
2012.0,213.75,-46.25,-0.24380739
2012.0,213.75,-43.75,-0.13469312
2012.0,213.75,-41.25,-0.24619083
2012.0,213.75,-38.75,-0.3365894
2012.0,213.75,-36.25,-0.2910815
2012.0,213.75,-33.75,-0.090336874
2012.0,213.75,-31.25,0.02388404
2012.0,213.75,-28.75,0.003879075
2012.0,213.75,-26.25,0.03423688
2012.0,213.75,-23.75,0.13777812
2012.0,213.75,-21.25,0.09257343
2012.0,213.75,-18.75,0.06927492
2012.0,213.75,-16.25,-0.07781701
2012.0,213.75,-13.75,-0.13313188
2012.0,213.75,-11.25,-0.18084863
2012.0,213.75,-8.75,-0.2724701
2012.0,213.75,-6.25,-0.48326978
2012.0,213.75,-3.75,-0.29580855
2012.0,213.75,-1.25,-0.3260373
2012.0,213.75,1.25,-0.3518957
2012.0,213.75,3.75,-0.33242825
2012.0,213.75,6.25,-0.54146194
2012.0,213.75,8.75,-0.76225835
2012.0,213.75,11.25,-0.77693725
2012.0,213.75,13.75,-0.5215011
2012.0,213.75,16.25,-0.34646592
2012.0,213.75,18.75,-0.42895538
2012.0,213.75,21.25,-0.3506251
2012.0,213.75,23.75,-0.052672263
2012.0,213.75,26.25,-0.3386727
2012.0,213.75,28.75,-0.57342577
2012.0,213.75,31.25,-0.71478367
2012.0,213.75,33.75,-0.5998005
2012.0,213.75,36.25,-0.4639121
2012.0,213.75,38.75,-0.38647643
2012.0,213.75,41.25,-0.4251646
2012.0,213.75,43.75,-0.47140718
2012.0,213.75,46.25,-0.6043311
2012.0,213.75,48.75,-0.72948956
2012.0,213.75,51.25,-0.5554323
2012.0,213.75,53.75,-0.12701637
2012.0,213.75,56.25,0.13456908
2012.0,213.75,58.75,-0.23353648
2012.0,213.75,61.25,-0.4639612
2012.0,213.75,63.75,-0.5661566
2012.0,213.75,66.25,-1.0147377
2012.0,213.75,68.75,-1.0125622
2012.0,213.75,71.25,-0.3251961
2012.0,213.75,73.75,-0.7240267
2012.0,213.75,76.25,-0.84838957
2012.0,213.75,78.75,-0.90588933
2012.0,213.75,81.25,-0.8461112
2012.0,213.75,83.75,-0.88022095
2012.0,213.75,86.25,-0.9635225
2012.0,213.75,88.75,-0.927541
2012.0,216.25,-88.75,-0.46189407
2012.0,216.25,-86.25,-0.09292326
2012.0,216.25,-83.75,-0.38777423
2012.0,216.25,-81.25,-0.323555
2012.0,216.25,-78.75,-0.24846277
2012.0,216.25,-76.25,-0.14408821
2012.0,216.25,-73.75,-0.18954839
2012.0,216.25,-71.25,-0.4353695
2012.0,216.25,-68.75,-0.5391624
2012.0,216.25,-66.25,-0.4941775
2012.0,216.25,-63.75,-0.49664217
2012.0,216.25,-61.25,-0.4728242
2012.0,216.25,-58.75,-0.30254737
2012.0,216.25,-56.25,0.03424083
2012.0,216.25,-53.75,0.0985567
2012.0,216.25,-51.25,-0.15433727
2012.0,216.25,-48.75,-0.34963146
2012.0,216.25,-46.25,-0.25043705
2012.0,216.25,-43.75,-0.20495701
2012.0,216.25,-41.25,-0.43660647
2012.0,216.25,-38.75,-0.4265866
2012.0,216.25,-36.25,-0.29264563
2012.0,216.25,-33.75,-0.08596555
2012.0,216.25,-31.25,0.05614937
2012.0,216.25,-28.75,0.0025664466
2012.0,216.25,-26.25,0.038503263
2012.0,216.25,-23.75,0.03360966
2012.0,216.25,-21.25,0.018805945
2012.0,216.25,-18.75,-0.045509815
2012.0,216.25,-16.25,-0.1550093
2012.0,216.25,-13.75,-0.08362645
2012.0,216.25,-11.25,-0.022369927
2012.0,216.25,-8.75,-0.21242508
2012.0,216.25,-6.25,-0.47601673
2012.0,216.25,-3.75,-0.2964139
2012.0,216.25,-1.25,-0.3144166
2012.0,216.25,1.25,-0.33615428
2012.0,216.25,3.75,-0.2563978
2012.0,216.25,6.25,-0.4781499
2012.0,216.25,8.75,-0.8215501
2012.0,216.25,11.25,-0.844644
2012.0,216.25,13.75,-0.54882723
2012.0,216.25,16.25,-0.31926772
2012.0,216.25,18.75,-0.44994122
2012.0,216.25,21.25,-0.18910183
2012.0,216.25,23.75,-0.18104346
2012.0,216.25,26.25,-0.41992974
2012.0,216.25,28.75,-0.7159256
2012.0,216.25,31.25,-0.7932723
2012.0,216.25,33.75,-0.6924489
2012.0,216.25,36.25,-0.47667494
2012.0,216.25,38.75,-0.40739554
2012.0,216.25,41.25,-0.37911162
2012.0,216.25,43.75,-0.38115096
2012.0,216.25,46.25,-0.5634373
2012.0,216.25,48.75,-0.77874494
2012.0,216.25,51.25,-0.6265958
2012.0,216.25,53.75,-0.1294943
2012.0,216.25,56.25,0.21934555
2012.0,216.25,58.75,-0.00022567126
2012.0,216.25,61.25,-0.23423679
2012.0,216.25,63.75,-0.26637217
2012.0,216.25,66.25,-0.60661995
2012.0,216.25,68.75,-0.7008933
2012.0,216.25,71.25,-0.42084017
2012.0,216.25,73.75,-0.8238132
2012.0,216.25,76.25,-0.909545
2012.0,216.25,78.75,-0.95213926
2012.0,216.25,81.25,-0.865817
2012.0,216.25,83.75,-0.8822519
2012.0,216.25,86.25,-0.9669327
2012.0,216.25,88.75,-0.928073
2012.0,218.75,-88.75,-0.458262
2012.0,218.75,-86.25,-0.08121859
2012.0,218.75,-83.75,-0.37606475
2012.0,218.75,-81.25,-0.3227033
2012.0,218.75,-78.75,-0.2569539
2012.0,218.75,-76.25,-0.11993407
2012.0,218.75,-73.75,0.013794126
2012.0,218.75,-71.25,-0.40323812
2012.0,218.75,-68.75,-0.5351114
2012.0,218.75,-66.25,-0.5098909
2012.0,218.75,-63.75,-0.50653315
2012.0,218.75,-61.25,-0.51218355
2012.0,218.75,-58.75,-0.31027624
2012.0,218.75,-56.25,0.011791649
2012.0,218.75,-53.75,0.0067719277
2012.0,218.75,-51.25,-0.17153098
2012.0,218.75,-48.75,-0.18332785
2012.0,218.75,-46.25,-0.19497858
2012.0,218.75,-43.75,-0.29593304
2012.0,218.75,-41.25,-0.52366346
2012.0,218.75,-38.75,-0.48644167
2012.0,218.75,-36.25,-0.26459977
2012.0,218.75,-33.75,0.019131029
2012.0,218.75,-31.25,0.069797695
2012.0,218.75,-28.75,-0.009138801
2012.0,218.75,-26.25,0.059817012
2012.0,218.75,-23.75,0.067402
2012.0,218.75,-21.25,0.056988135
2012.0,218.75,-18.75,-0.030905439
2012.0,218.75,-16.25,0.059605792
2012.0,218.75,-13.75,0.06118724
2012.0,218.75,-11.25,0.09503073
2012.0,218.75,-8.75,-0.13770778
2012.0,218.75,-6.25,-0.41766557
2012.0,218.75,-3.75,-0.2891806
2012.0,218.75,-1.25,-0.27594984
2012.0,218.75,1.25,-0.28013536
2012.0,218.75,3.75,-0.21543308
2012.0,218.75,6.25,-0.40047342
2012.0,218.75,8.75,-0.7238411
2012.0,218.75,11.25,-0.8431551
2012.0,218.75,13.75,-0.545685
2012.0,218.75,16.25,-0.2936485
2012.0,218.75,18.75,-0.26149812
2012.0,218.75,21.25,-0.23411894
2012.0,218.75,23.75,-0.32070717
2012.0,218.75,26.25,-0.525367
2012.0,218.75,28.75,-0.73747367
2012.0,218.75,31.25,-0.80612427
2012.0,218.75,33.75,-0.79462
2012.0,218.75,36.25,-0.518623
2012.0,218.75,38.75,-0.37784362
2012.0,218.75,41.25,-0.31092432
2012.0,218.75,43.75,-0.33284813
2012.0,218.75,46.25,-0.4900121
2012.0,218.75,48.75,-0.65363365
2012.0,218.75,51.25,-0.5723998
2012.0,218.75,53.75,-0.13891135
2012.0,218.75,56.25,0.24256584
2012.0,218.75,58.75,-0.44382486
2012.0,218.75,61.25,-0.5527941
2012.0,218.75,63.75,0.5149544
2012.0,218.75,66.25,0.37597305
2012.0,218.75,68.75,0.3704592
2012.0,218.75,71.25,-0.57668793
2012.0,218.75,73.75,-0.90479463
2012.0,218.75,76.25,-0.976495
2012.0,218.75,78.75,-0.9722083
2012.0,218.75,81.25,-0.8667883
2012.0,218.75,83.75,-0.8804366
2012.0,218.75,86.25,-0.97112304
2012.0,218.75,88.75,-0.9286845
2012.0,221.25,-88.75,-0.45522308
2012.0,221.25,-86.25,-0.071757376
2012.0,221.25,-83.75,-0.3558062
2012.0,221.25,-81.25,-0.31580117
2012.0,221.25,-78.75,-0.2667032
2012.0,221.25,-76.25,-0.10771303
2012.0,221.25,-73.75,0.059544906
2012.0,221.25,-71.25,-0.42417258
2012.0,221.25,-68.75,-0.5635515
2012.0,221.25,-66.25,-0.52076685
2012.0,221.25,-63.75,-0.4962943
2012.0,221.25,-61.25,-0.51678675
2012.0,221.25,-58.75,-0.31200078
2012.0,221.25,-56.25,-0.05355775
2012.0,221.25,-53.75,-0.100222744
2012.0,221.25,-51.25,-0.1596262
2012.0,221.25,-48.75,-0.13220906
2012.0,221.25,-46.25,-0.19869566
2012.0,221.25,-43.75,-0.28122625
2012.0,221.25,-41.25,-0.407128
2012.0,221.25,-38.75,-0.35379264
2012.0,221.25,-36.25,-0.17342223
2012.0,221.25,-33.75,0.034896802
2012.0,221.25,-31.25,0.031224854
2012.0,221.25,-28.75,-0.044809047
2012.0,221.25,-26.25,-0.029547604
2012.0,221.25,-23.75,0.15283151
2012.0,221.25,-21.25,0.22017923
2012.0,221.25,-18.75,0.24729414
2012.0,221.25,-16.25,0.24301945
2012.0,221.25,-13.75,0.1827744
2012.0,221.25,-11.25,0.1746083
2012.0,221.25,-8.75,-0.0787335
2012.0,221.25,-6.25,-0.29347643
2012.0,221.25,-3.75,-0.27990985
2012.0,221.25,-1.25,-0.24895293
2012.0,221.25,1.25,-0.26752776
2012.0,221.25,3.75,-0.2497305
2012.0,221.25,6.25,-0.36502582
2012.0,221.25,8.75,-0.5414516
2012.0,221.25,11.25,-0.711004
2012.0,221.25,13.75,-0.5955191
2012.0,221.25,16.25,-0.34974334
2012.0,221.25,18.75,-0.15014306
2012.0,221.25,21.25,-0.4362656
2012.0,221.25,23.75,-0.41564575
2012.0,221.25,26.25,-0.5342468
2012.0,221.25,28.75,-0.7090586
2012.0,221.25,31.25,-0.79487854
2012.0,221.25,33.75,-0.715875
2012.0,221.25,36.25,-0.49955726
2012.0,221.25,38.75,-0.34738344
2012.0,221.25,41.25,-0.25881538
2012.0,221.25,43.75,-0.25061548
2012.0,221.25,46.25,-0.4061876
2012.0,221.25,48.75,-0.5341587
2012.0,221.25,51.25,-0.48430437
2012.0,221.25,53.75,-0.21266338
2012.0,221.25,56.25,0.07900357
2012.0,221.25,58.75,-0.44611365
2012.0,221.25,61.25,-0.42024308
2012.0,221.25,63.75,0.55308145
2012.0,221.25,66.25,0.93744797
2012.0,221.25,68.75,0.78559947
2012.0,221.25,71.25,-0.70809513
2012.0,221.25,73.75,-0.9857721
2012.0,221.25,76.25,-1.075677
2012.0,221.25,78.75,-0.99709576
2012.0,221.25,81.25,-0.88243127
2012.0,221.25,83.75,-0.87251824
2012.0,221.25,86.25,-0.975666
2012.0,221.25,88.75,-0.9292037
2012.0,223.75,-88.75,-0.44984958
2012.0,223.75,-86.25,-0.06472694
2012.0,223.75,-83.75,-0.35352808
2012.0,223.75,-81.25,-0.3180277
2012.0,223.75,-78.75,-0.27672935
2012.0,223.75,-76.25,-0.10871891
2012.0,223.75,-73.75,-0.08230567
2012.0,223.75,-71.25,-0.468235
2012.0,223.75,-68.75,-0.5947781
2012.0,223.75,-66.25,-0.47876695
2012.0,223.75,-63.75,-0.43874094
2012.0,223.75,-61.25,-0.51609224
2012.0,223.75,-58.75,-0.28366017
2012.0,223.75,-56.25,-0.0562343
2012.0,223.75,-53.75,-0.1023123
2012.0,223.75,-51.25,-0.11136027
2012.0,223.75,-48.75,-0.08983558
2012.0,223.75,-46.25,-0.13927716
2012.0,223.75,-43.75,-0.21309307
2012.0,223.75,-41.25,-0.29316142
2012.0,223.75,-38.75,-0.25333503
2012.0,223.75,-36.25,-0.2300997
2012.0,223.75,-33.75,-0.148405
2012.0,223.75,-31.25,-0.032341897
2012.0,223.75,-28.75,0.029861504
2012.0,223.75,-26.25,0.15836754
2012.0,223.75,-23.75,0.30900255
2012.0,223.75,-21.25,0.4438647
2012.0,223.75,-18.75,0.42581597
2012.0,223.75,-16.25,0.31831712
2012.0,223.75,-13.75,0.36620426
2012.0,223.75,-11.25,0.2584146
2012.0,223.75,-8.75,-0.032563448
2012.0,223.75,-6.25,-0.23680867
2012.0,223.75,-3.75,-0.22690637
2012.0,223.75,-1.25,-0.19101904
2012.0,223.75,1.25,-0.23497283
2012.0,223.75,3.75,-0.25463012
2012.0,223.75,6.25,-0.28409395
2012.0,223.75,8.75,-0.38251597
